X,Y,OBJECTID,REQUESTAPPROVALSTATUS,REQUESTCOMPLETEDNOTE,REQUESTTYPENOTE,DATESUBMITTED,ADDRESS_OR_LOCATION_OF_CALL,ADDRESS,SD,SPA,CITY,LESSTHAN5PEH,POSSIBLEDWELLERS,COLLABORATORDATEAVAILABILITY,REQUESTCOMPLETEDSTATUS,AMOUNTDEBRISREMOVEDINT,REQUESTCOMPLETEDDATE,GLOBALID
-118.278636796959,33.910147245342,3875,Request Completed,12/17/25,Full Encampment Protocol,2025/12/03 16:00:00+00,"13405 South Broadway, Los Angeles, CA, 90061",Broadway from El Segundo to Compton,2,SPA 6,Unincorporated - Willowbrook,no,20,2025/12/17 19:11:00+00,yes,160,2025/12/17 20:00:00+00,99214bd1-d5b8-4787-89dd-2cca2adb87ad
-117.91891446069,34.1061908354362,3876,Request Completed,12/12/25,Immediate Action,2025/12/03 21:52:00+00,"16734 East Arrow Hwy, Covina, CA, 91722","Encampment is located on Little Dalton Wash access road, downstream right bank of Arrow Hwy, and is blocking the driveway.",1,SPA 3,,yes,1,,yes,5,2025/12/12 20:00:00+00,0f6bbe7c-d275-434e-8d28-c3406d6f2d84
-118.121034828052,33.9730390207982,3877,Approved by CEO-HI,,Full Encampment Protocol,2025/12/03 22:52:00+00,"7855 Telegraph Road Pico Rivera, CA, 90660",Rio Hondo Channel - from Beverly Blvd to LAR Confluence.,4,SPA 7,City of Pico Rivera,no,30,2026/03/18 15:00:00+00,,,,2df0793e-bee8-4e72-88fa-4d170f362152
-118.028841302009,34.0393186964378,3878,Request Completed,12/10/25,Immediate Action,2025/12/03 23:15:00+00,"11526 Thienes Avenue, South El Monte, CA, 91733","*Repeat Maintenance Cleanup* San Gabriel River - San Jose Creek Confluence to Valley Blvd. Soft Bottom Invert, outlets, and embankment encampments are at high risk of flooding and are also obstructing vegetation clearing maintenance work. Access road encampments blocking emergency and maintenance vehicular access. Previously cleaned up on 11/12-11/13/25.",1,SPA 3,City of South El Monte,no,10,,yes,58,2025/12/10 20:00:00+00,7f3c2b7a-be82-4d61-8c76-c4d17f32c27b
-118.457754671029,34.2355827145053,3879,Request Completed,12/05/25,Immediate Action,2025/12/03 23:12:00+00,"14866 Nordhoff St, Panorama City, CA, 91402","Pacoima Wash, left (east) bank, upstream (north) of Nordhoff St. ",3,SPA 2,Los Angeles - North Hills,yes,2,2025/12/05 16:00:00+00,yes,5,2025/12/05 20:00:00+00,a547b03d-15d1-4803-9ea2-f7a219cb2102
-118.185981024765,33.8954755502778,3880,Request Completed,,Immediate Action,2025/12/04 17:13:00+00,"6400 East Compton Boulevard, Paramount, CA, 90723",Inside LA River invert just south of Somerset left bank. Inside Storm drain BI 6101 Paramount Main Line,4,SPA 6,City of Paramount,no,9,2025/12/08 16:00:00+00,yes,14,2025/12/08 20:00:00+00,0b847eb8-400b-4fec-b424-2dcea5f01841
-118.158848286638,34.0169894237314,3881,Request Completed,02/19/26,Non-Displacement,2025/12/04 18:00:00+00,"1110 South Woods Avenue, Los Angeles, CA, 90022",Alley behind 1042 Woods Ave south of Verona,1,SPA 7,Unincorporated - East Los Angeles,yes,1,2026/02/17 15:59:00+00,yes,20,2026/02/19 20:00:00+00,b92f3f82-b4e6-4b3f-b01e-984075c7e3f4
-118.157019976251,34.0198871556329,3882,Request Completed,02/19/26,Non-Displacement,2025/12/04 18:49:00+00,"914 South Atlantic Boulevard, Los Angeles, CA, 90022",Alley behind 916 Atlantic.,1,SPA 7,Unincorporated - East Los Angeles,no,5,2026/02/17 16:00:00+00,yes,10,2026/02/19 20:00:00+00,1ff02f52-e007-4596-9183-27e56d8f9c55
-118.14546332704,34.0174438571828,3883,Approved by CEO-HI,,Non-Displacement,2025/12/04 19:02:00+00,"5828 Whittier Boulevard, Los Angeles, CA, 90022",Montebello pkwy just south of Whittier blvd,1,SPA 7,Unincorporated - East Los Angeles,yes,3,2026/03/03 16:00:00+00,,,,a8cc98f3-6d7b-41f4-8086-c67242134f95
-118.168857086325,34.023391098608,3884,Request Completed,01/28/26,Non-Displacement,2025/12/04 19:34:00+00,"773 South McBride Avenue, Los Angeles, CA, 90022",Alleyway on McBride just north of Whittier blvd,1,SPA 7,Unincorporated - East Los Angeles,yes,2,2026/01/28 21:32:00+00,yes,15,2026/01/28 20:00:00+00,f8df46d5-ffb0-42e3-a8b2-24138b8cc8be
-118.114051892175,33.9780266709639,3885,Request Completed,12/08/25,Full Encampment Protocol,2025/12/04 20:30:00+00,"7711 Industry Avenue, Pico Rivera, CA, 90660","*Repeat Maintenance Cleanup* Rio Hondo S. G. between Foster Bridge Blvd (Downey) to Beverly Rd (Montebello) both sides.
Last Cleanup: 5/20 - 5/23; 8/5 - 8/7;12/01 -12/03",4,SPA 7,City of Pico Rivera,no,8,2025/12/08 16:00:00+00,yes,14,2025/12/08 20:00:00+00,ee31c5c5-eea2-4a3f-82dc-de042990138b
-118.157445746057,34.033002780521,3886,Request Completed,12/16/25,Non-Displacement,2025/12/04 20:38:00+00,"5038 East 3rd St, Los Angeles, CA, 90022",Alley behind 5038 East 3rd Street. The entrance is on La Verne av just south of 3rd street.,1,SPA 7,Unincorporated - East Los Angeles,yes,2,2025/12/12 22:54:00+00,yes,5,2025/12/16 20:00:00+00,b8b0b32e-bddb-448d-8978-d4b87d1b6933
-118.158818205979,34.0203850627172,3887,Request Completed,02/19/26,Non-Displacement,2025/12/04 21:14:00+00,"5140 State Route 72, Los Angeles, CA, 90022",Across from 5160 Whittier blvd. Encampment on Woods just south of Whittier blvd,1,SPA 7,Unincorporated - East Los Angeles,yes,2,2026/02/17 16:00:00+00,yes,5,2026/02/19 20:00:00+00,0b6b84e8-3245-48b0-a40c-148e025d8bdd
-118.153576852387,34.0331696445979,3888,Approved by CEO-HI,,Non-Displacement,2025/12/04 21:45:00+00,"269 South Atlantic Boulevard, Los Angeles, CA, 90022",Pomona blvd just west of Atlantic,1,SPA 7,Unincorporated - East Los Angeles,yes,1,2026/02/17 16:00:00+00,,,,9fb53a33-67a6-4e5b-8409-b6c5caac557f
-118.189232975397,34.0193699785233,3889,Request Completed,02/19/26,Non-Displacement,2025/12/04 22:13:00+00,"1152 South Ditman Avenue, Los Angeles, CA, 90023",Ditman just north of Olympic and bus stop on Olympic just west of Ditman,1,SPA 7,Unincorporated - East Los Angeles,yes,3,2026/02/17 16:00:00+00,yes,20,2026/02/19 20:00:00+00,be2773e4-8746-49c8-811c-7c1430b5593a
-117.917001049129,34.1103039761728,3890,Request Completed,12/12/25,Immediate Action,2025/12/05 20:40:00+00,"729 South Lark Ellen Avenue, Azusa, CA, 91702","Encampment is located on Little Dalton Wash right of way, upstream left bank of Arrow Hwy, and is blocking the driveway.",1,SPA 3,Unincorporated - Azusa,yes,2,,yes,5,2025/12/12 20:00:00+00,494e5074-e92c-490b-8c29-eb78fa241c1e
-118.037195009187,33.9206530078847,3891,Approved by CEO-HI,,Full Encampment Protocol,2025/12/05 23:08:00+00,"13800 Leffingwell Road, Whittier, CA, 90605",Coyote Creek Channel from 13800 Leffingwell Rd to 14025 Artesia Blvd. ,4,SPA 7,Unincorporated - South Whittier,no,20,,,,,dd41d17a-9e5b-4c37-8f2a-10385d417738
-118.203158689911,33.8464384254812,3892,Request Completed,Invalid Date,Immediate Action,2025/12/08 16:53:00+00,"286 West Del Amo Boulevard Long Beach, CA, 90805",Dominguez Wetlands East and West Sides.,4,SPA 8,City of Long Beach,no,8,2025/12/30 16:00:00+00,yes,32,,a99a671e-4333-4ced-8ee1-b3e8b06c4ddb
-118.07444406963,34.1474793083347,3893,Request Completed,02/17/26,Full Encampment Protocol,2025/12/08 20:33:00+00,"64 Beacon Place, Pasadena, CA, 91107","64 Beacon Pl. Pasadena, CA 91107

-East side of the street just south of Walnut Ave.",5,SPA 3,Unincorporated - East Pasadena,yes,1,2026/02/24 16:00:00+00,yes,0,2026/02/17 20:00:00+00,73d601a0-8795-4de1-976e-92e89b32c44f
-118.450585354368,34.1579752167311,3894,Request Completed,12/11/25,Immediate Action,2025/12/08 22:21:00+00,"14548 La Maida St, Sherman Oaks, CA, 91403","LA River, right (south) bank ,downstream (east) of Kester Ave.",3,SPA 2,Los Angeles - Sherman Oaks,yes,4,2025/12/11 16:00:00+00,yes,10,2025/12/11 20:00:00+00,b6a240ee-eb22-4897-8cca-b482818e7b2c
-118.425272846461,34.0187145844254,3895,Request Completed,01/12/26,Immediate Action,2025/12/09 22:00:00+00,"3448 Sawtelle Boulevard, Los Angeles, CA, 90066",Sawtelle Channel - Venice Blvd to Queensland St & Military Ave.,3,SPA 5,Los Angeles - Palms,no,5,2026/01/12 16:00:00+00,yes,40,2026/01/12 20:00:00+00,bd07219a-3989-4e9d-853b-17a382eab9dc
-118.228149416649,33.9312171999948,3896,Approved by CEO-HI,,Non-Displacement,2025/12/10 18:12:00+00,"2458 East 114th St, Los Angeles, CA, 90059",PEH on Watts Ave between 114th & 115th. ,2,SPA 6,Unincorporated - Willowbrook,yes,1,2026/03/03 16:00:00+00,no,,,fc627265-65f4-451a-80a7-478436475043
-118.181316247308,34.0121903317331,3897,Request Completed,02/18/26,Non-Displacement,2025/12/11 16:14:00+00,"1530 South Bonnie Beach Place, Los Angeles, CA, 90023",Bonnie Beach Pl north of Noakes St,1,SPA 7,Unincorporated - East Los Angeles,yes,3,2026/02/17 16:00:00+00,yes,0,2026/02/18 20:00:00+00,b3983a0a-d742-47ee-8c95-ec4f04c9f9e1
-118.17894861679,34.0119103086492,3898,Request Completed,02/18/26,Non-Displacement,2025/12/11 16:19:00+00,"1531 South Sunol Drive, Los Angeles, CA, 90023",Sunol north of Noakes,1,SPA 7,Unincorporated - East Los Angeles,yes,4,2026/02/17 16:00:00+00,yes,10,2026/02/18 20:00:00+00,a09f2343-138d-4a30-b3af-af0b9d8cb210
-118.181298334322,34.012779809229,3899,Request Completed,02/18/26,Non-Displacement,2025/12/11 16:25:00+00,"1504 South Bonnie Beach Place, Los Angeles, CA, 90023",Bonnie Beach at Noakes ,1,SPA 7,Unincorporated - East Los Angeles,yes,2,2026/02/17 16:00:00+00,yes,1,2026/02/18 20:00:00+00,76f9d37c-731a-424a-a6f3-346d0b1892e6
-118.184939157312,34.0198026923734,3900,Request Completed,02/18/26,Non-Displacement,2025/12/11 16:35:00+00,"1142 South Gage Avenue, Los Angeles, CA, 90023",1138 South Gage,1,SPA 7,Unincorporated - East Los Angeles,yes,2,2026/02/17 16:00:00+00,yes,10,2026/02/18 20:00:00+00,5c0522a9-4088-44ff-9e72-f574b2a398fb
-118.184388885375,34.0423034085249,3901,Request Completed,02/18/26,Non-Displacement,2025/12/11 17:10:00+00,"3810 Hammel St, Los Angeles, CA, 90063",3800 Hammel,1,SPA 7,Unincorporated - East Los Angeles,yes,2,2026/02/17 16:00:00+00,yes,1,2026/02/18 20:00:00+00,ff5aa7a3-4e3f-42a6-9f4f-a7dcc045d0cc
-118.186736237358,34.0321945818429,3902,Request Completed,02/18/26,Non-Displacement,2025/12/11 17:37:00+00,"3763 East 4th St, Los Angeles, CA, 90063",4th street between Rowan and Eastman,1,SPA 7,Unincorporated - East Los Angeles,yes,1,2026/02/17 16:00:00+00,yes,18,2026/02/18 20:00:00+00,3173105c-a6d3-4698-bc3f-2ec62d45fcbb
-118.173840315255,34.0466701475938,3903,Approved by CEO-HI,,Non-Displacement,2025/12/11 18:14:00+00,"842 North Eastern Avenue, Los Angeles, CA, 90022",Blanchard 100’ east of Eastern,1,SPA 7,Unincorporated - East Los Angeles,yes,2,2026/02/17 16:00:00+00,,,,76d11a17-d5bc-4063-b205-1a4ef342716b
-117.940122792418,34.0366314683378,3904,Request Completed,02/05/26,Non-Displacement,2025/12/10 22:29:00+00,"15823 Amar Road, La Puente, CA, 91744",North side of Amar between Aileron and Echelon,1,SPA 3,Unincorporated - Valinda,yes,3,2026/02/05 15:37:00+00,yes,5,2026/02/05 20:00:00+00,b048425e-3dff-47e7-8e6a-7707ee808fba
-118.245292666655,33.9600791999965,3905,Approved by CEO-HI,01/21/26,Non-Displacement,2025/12/11 20:06:00+00,"1624 Firestone Blvd, Los Angeles, CA, 90001, USA","1624 Firestone Blvd, PEH stays in the alley or in front of building. ",2,SPA 6,Unincorporated - Florence-Firestone,yes,1,2026/01/21 15:05:00+00,no,0,2026/01/21 20:00:00+00,3bb43092-2fc9-43ef-99d3-9fdbd39477f0
-118.246322633317,33.9187164333287,3906,Approved by CEO-HI,,Non-Displacement,2025/12/11 21:29:00+00,"1557 East 126th St, Compton, CA, 90222","PEH on Compton Av between 126th & 124th, east and west side. ",2,SPA 6,Unincorporated - Willowbrook,no,5,2026/03/03 16:00:00+00,no,,,4ad14d40-c043-466a-98c1-a31064c47cf0
-118.114051892161,33.9780266709598,3907,Request Completed,,Full Encampment Protocol,2025/12/11 21:30:00+00,"7711 Industry Avenue, Pico Rivera, CA, 90660","*Repeat Maintenance Cleanup* Rio Hondo S. G. between Foster Bridge Blvd (Downey) to Beverly Rd (Montebello) both sides.
Last Cleanup: 5/20 - 5/23; 8/5 - 8/7;12/01 -12/03; 12/08",4,SPA 7,City of Pico Rivera,yes,4,2025/12/15 16:00:00+00,yes,25,2025/12/15 20:00:00+00,ea91105f-6444-408b-832b-b83b1b0b4bd8
-118.25479632181,33.960277164087,3908,Approved by CEO-HI,,Non-Displacement,2025/12/12 16:44:00+00,"1149 State Route 42, Los Angeles, CA, 90001","1149 Firestone Blvd, cross street Hooper Ave. ",2,SPA 6,Unincorporated - Florence-Firestone,yes,2,2026/03/03 16:00:00+00,no,,,d740caf3-e242-457f-b36d-06c42843f7c8
-118.245879365231,33.9856493706172,3909,Request Completed,01/16/26,Non-Displacement,2025/12/12 17:35:00+00,"1570 East 60th St, Los Angeles, CA, 90001",PEH in alley next 2 1570 E 60th St. ,2,SPA 7,Unincorporated - Florence-Firestone,yes,1,2026/01/16 23:07:00+00,yes,0,2026/01/16 20:00:00+00,8685fad9-e890-4d12-ad82-2ca7731c9943
-118.033794083816,34.0341966542567,3910,Request Completed,02/17/26,Non-Displacement,2025/12/12 17:39:00+00,"12256 Pellissier Road, Whittier, CA, 90601",Pellissier west of Pearson ,1,SPA 3,Unincorporated - Pellissier Village,yes,1,2026/02/24 16:00:00+00,yes,0,2026/02/17 20:00:00+00,55dccdbf-8e64-4800-863d-db4ef1f9207e
-118.390310160756,33.9791550255461,3911,Request Completed,02/04/26,Immediate Action,2025/12/12 19:40:00+00,"6013 West Centinela Avenue Los Angeles, CA, 90045",Centinela Ave to Culver Blvd,2,SPA 5,City of Culver City,no,8,2026/02/04 16:00:00+00,yes,94,2026/02/04 20:00:00+00,7380f2f6-d471-4fa8-8545-3f45ac7176fa
-118.145706158868,34.0171959892604,3912,Request Completed,12/18/25,Non-Displacement,2025/12/12 19:18:00+00,"5814 Montebello Park Way, Los Angeles, CA, 90022",PEH on Montebello Pkwy just south of Whittier blvd,1,SPA 7,Unincorporated - East Los Angeles,yes,4,2025/12/18 18:00:00+00,yes,15,2025/12/18 20:00:00+00,0dfec4ce-849c-4ee6-8a5f-cc66f0b19d9c
-118.155193905927,34.0183827449028,3913,Request Completed,12/16/25,Non-Displacement,2025/12/12 19:48:00+00,"5367 Grace Place, Los Angeles, CA, 90022",Grace Pl from Goodrich to Hillview and adjacent alleyway,1,SPA 7,Unincorporated - East Los Angeles,no,6,2025/12/12 22:49:00+00,yes,5,2025/12/16 20:00:00+00,da820db2-2f02-474a-8e98-e45659e08750
-118.158358389231,34.018945139858,3914,Request Completed,,Non-Displacement,2025/12/12 21:08:00+00,"947 South Atlantic Boulevard, Los Angeles, CA, 90022",Alley between S Woods ave and S Atlantic blvd between Verona and Olympic,1,SPA 7,Unincorporated - East Los Angeles,yes,2,,yes,1,2025/12/16 20:00:00+00,1838bbd3-17f6-46d4-8904-0d8d28b507ec
-118.157440544037,34.032973900962,3915,Request Completed,12/16/25,Non-Displacement,2025/12/12 20:38:00+00,"5038 East 3rd St, Los Angeles, CA, 90022",Alley behind 5038 East 3rd Street. The entrance is on La Verne av just south of 3rd street.,1,SPA 7,Unincorporated - East Los Angeles,yes,2,2025/12/12 23:12:00+00,yes,5,2025/12/16 20:00:00+00,a35ec1df-ea16-4295-88fe-f403e8fda694
-118.179382821775,34.059859216612,3916,Request Completed,12/16/25,Non-Displacement,2025/12/12 17:33:00+00,"1563 Miller Avenue, Los Angeles, CA, 90063",Miller ave from Whiteside st to Worth st,1,SPA 4,Unincorporated - East Los Angeles,no,6,2025/12/16 18:13:00+00,yes,5,2025/12/16 20:00:00+00,01810e0e-6aaf-4c47-8999-3385906490a6
-118.178611534563,34.0344648317727,3917,Request Completed,12/16/25,Non-Displacement,2025/12/12 22:21:00+00,"159 South Sunol Drive, Los Angeles, CA, 90063",Sunol under the overpass,1,SPA 7,Unincorporated - East Los Angeles,yes,4,2025/12/16 18:11:00+00,yes,10,2025/12/16 20:00:00+00,45861010-51b5-410c-818e-8deb23e9f727
-118.176116788901,34.0188347097647,3918,Request Completed,02/10/26,Non-Displacement,2025/12/12 18:38:00+00,"4422 East Olympic Boulevard, Los Angeles, CA, 90023",4444 East Olympic Blvd. Olympic from Telegraph to Eastern,1,SPA 7,Unincorporated - East Los Angeles,yes,4,,prev_approved_activity_not_required,0,2026/02/10 20:00:00+00,646ca7d6-f6ad-4876-8629-b9a9d606d8cd
-118.18353874506,34.0312900245526,3919,Request Completed,12/16/25,Non-Displacement,2025/12/12 21:57:00+00,"3909 Eagle St, Los Angeles, CA, 90063",End of culdesac at Eagle st and Herbert av,1,SPA 7,Unincorporated - East Los Angeles,yes,2,2025/12/16 18:15:00+00,yes,5,2025/12/16 20:00:00+00,1aa80041-46d5-4cd1-84ce-bef17e9b0a39
-118.074807457267,34.0533698896479,3920,Request Completed,12/23/25,Immediate Action,2025/12/16 19:35:00+00,"8640 Rush St, Rosemead, CA, 91770","Encampment is located in Alhambra Wash invert, about 200 feet upstream of the confluence with Rio Hondo at Whittier Narrow Golf Course, and is blocking flowline.",1,SPA 3,Unincorporated - South San Gabriel,yes,1,,yes,2,2025/12/23 20:00:00+00,6bea3800-0689-42f6-84d4-b213017cdec6
-117.888229903776,34.001248538747,3921,Request Completed,12/23/25,Immediate Action,2025/12/16 20:18:00+00,"18996 Arenth Avenue Rowland Heights, CA, 91748","Encampments are located at San Jose Creek right of way, downstream right bank of Nogales St, and are blocking access and obstructing routine maintenance works.",1,SPA 3,City of Industry,yes,2,,yes,5,2025/12/23 20:00:00+00,55ea9318-3a04-4e75-8615-2cf308637c48
-118.081027777754,34.1299722222153,3922,Request Completed,Invalid Date,Immediate Action,2025/12/16 20:30:00+00,"3425 Huntington Drive, Pasadena, CA, 91107","Encampments are located on Eaton Wash access road, upstream right bank of Huntington Dr, and are obstructing routine maintenance works, previously cleaned on 11/26/25.",5,SPA 3,Unincorporated - East Pasadena,yes,2,,yes,0,,9c8e7efe-db15-45d0-89a3-ef1cefa89dfa
-118.2748580401,33.8951488990703,3923,Approved by CEO-HI,,Non-Displacement,2025/12/16 22:22:00+00,"15024 Staff Court, Gardena, CA, 90248",Compton Blvd from San Pedro St to Main St.,2,SPA 6,Unincorporated - Rosewood/East Gardena,no,50,,,,,2664e1c2-7971-4ce2-8fa2-52e14e0f1031
-118.226385847645,33.9317029053916,3924,Approved by CEO-HI,,Immediate Action,2025/12/16 20:36:00+00,"2540 East 114th St, Los Angeles, CA, 90059","South side East 114th St, 150’ west of South Alameda St.",2,SPA 6,Unincorporated - Willowbrook,yes,4,2026/03/31 15:00:00+00,,,,94cbb487-b3a3-4479-804d-5f0e3e116a5b
-118.114087297511,33.978108967253,3925,Request Completed,12/22/25,Full Encampment Protocol,2025/12/17 16:30:00+00,"7711 Industry Avenue, Pico Rivera, CA, 90660","*Repeat Maintenance Cleanup* Rio Hondo S. G. between Foster Bridge Blvd (Downey) to Beverly Rd (Montebello) both sides.
Last Cleanup: 5/20 - 5/23; 8/5 - 8/7;12/01 -12/03; 12/08; 12/15;",4,SPA 7,City of Pico Rivera,yes,4,2025/12/22 16:00:00+00,yes,64,2025/12/22 20:00:00+00,73448119-499b-4682-812b-11f78d0ef20b
-118.587021854154,34.1950355295838,3926,Request Completed,12/30/25,Immediate Action,2025/12/17 20:34:00+00,"6830 De Soto Avenue, Winnetka, CA, 91306","Kelvin Channel Drain invert, downstream (east) of De Soto Ave @ LA River confluence; and Browns Creek, right (west) bank, downstream (south) of Sherman Way @ LA River confluence",3,SPA 2,Los Angeles - Winnetka,no,6,2025/12/30 16:00:00+00,yes,10,2025/12/30 20:00:00+00,ad771769-a966-4ba4-b0d6-500ac1ff0cd3
-118.108492241133,33.8033452870246,3927,Request Completed,01/08/26,Immediate Action,2025/12/17 23:13:00+00,"6349 E Willow St, Long Beach, CA, 90815, USA",Los Cerritos Channel under Willow St Long Beach Ca,4,SPA 8,City of Long Beach,yes,4,2026/01/08 16:00:00+00,yes,15,2026/01/08 20:00:00+00,b301ee1b-a8f4-4a82-8cba-3feeff6e1f76
-118.238988589856,33.9255097134725,3928,Approved by CEO-HI,,Non-Displacement,2025/12/19 20:11:00+00,"11810 Wilmington Avenue, Los Angeles, CA, 90059",11800 S Wilmington Ave ,2,SPA 6,Unincorporated - Willowbrook,yes,1,2026/03/31 15:00:00+00,,,,9124dac8-2cf9-4244-8491-8b1fb02160fe
-118.25188487173,33.973276188374,3929,Approved by CEO-HI,,Non-Displacement,2025/12/19 20:54:00+00,"7300 Hooper Avenue, Los Angeles, CA","7300 Hooper Ave, PEH north of 74th St. ",2,SPA 6,Unincorporated - Florence-Firestone,yes,4,2026/03/31 15:00:00+00,,,,d2a8c5b6-6877-4866-a28a-fefe263ac82c
-118.252105716655,33.9697112999965,3930,Approved by CEO-HI,,Non-Displacement,2025/12/19 21:09:00+00,"1262 East 77th St, Los Angeles, CA, 90001",PEH on Hooper Ave south of 77th St. ,2,SPA 6,Unincorporated - Florence-Firestone,yes,1,2026/03/31 15:00:00+00,,,,2b70aaf2-c293-4059-b3a0-f60dfe843710
-118.232620233321,33.9665527333299,3931,Approved by CEO-HI,,Non-Displacement,2025/12/19 21:38:00+00,"7930 South Alameda St, Huntington Park, CA, 90255",PEH next to address 7930 S Alameda St. south of Nadeau St. ,2,SPA 6,Unincorporated - Florence-Firestone,no,5,2026/03/31 15:00:00+00,,,,ff1eabfb-d7b3-4b12-9a6b-387058bb19d1
-117.904330637811,33.9930695985772,3932,Request Completed,12/23/25,Immediate Action,2025/12/19 21:50:00+00,"1400 Felicia Avenue, Rowland Heights, CA, 91748","*Repeat Maintenance Cleanup*
Encampment and debris in underground portion of Vernon Channel. In danger of storm season flooding. Adjacent to Shopping Center at 1330 Fullerton Rd, also underneath Colima Rd. Previously cleaned on 12/12/25.",1,SPA 3,City of Industry,yes,2,,yes,23,2025/12/23 20:00:00+00,b7d2e02e-4052-47b3-8619-dc436b7daffa
